Relationship, Support, Confidence, Lift, Leverage, Conviction
"{51657, 88631}' -> '{92490, 7190}", 0.021877, 0.918367, 37.781633, 0.021297, 11.952236
"{92490, 7190}' -> '{51657, 88631}", 0.021877, 0.900000, 37.781633, 0.021297, 9.761789
"{92490, 88631}' -> '{51657, 7190}", 0.021877, 0.927835, 37.793202, 0.021298, 13.516945
"{7190, 88631}' -> '{51657, 92490}", 0.021877, 0.918367, 36.681197, 0.021280, 11.943303
"{51657, 92490, 7190}' -> '{88631}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{51657, 92490, 88631}' -> '{7190}", 0.021877, 0.957447, 37.513678, 0.021293, 22.900218
"{51657, 7190, 88631}' -> '{92490}", 0.021877, 0.957447, 37.159775, 0.021288, 22.894506
"{92490, 7190, 88631}' -> '{51657}", 0.021877, 0.967742, 37.208321, 0.021289, 30.193728
"{24746}' -> '{92490, 95398, 88631}", 0.021877, 0.865385, 37.874386, 0.021299, 7.258837
"{92490}' -> '{24746, 95398, 88631}", 0.021877, 0.849057, 36.768620, 0.021282, 6.472016
"{95398}' -> '{24746, 92490, 88631}", 0.021877, 0.825688, 36.922617, 0.021284, 5.608551
"{88631}' -> '{24746, 92490, 95398}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{24746, 92490}' -> '{95398, 88631}", 0.021877, 0.909091, 37.777778, 0.021297, 10.735294
"{24746, 95398}' -> '{92490, 88631}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{24746, 88631}' -> '{92490, 95398}", 0.021877, 0.927835, 37.059353, 0.021286, 13.510209
"{92490, 95398}' -> '{24746, 88631}", 0.021877, 0.873786, 37.059353, 0.021286, 7.736266
"{92490, 88631}' -> '{24746, 95398}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{95398, 88631}' -> '{24746, 92490}", 0.021877, 0.909091, 37.777778, 0.021297, 10.735294
"{24746, 92490, 95398}' -> '{88631}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{24746, 92490, 88631}' -> '{95398}", 0.021877, 0.978261, 36.922617, 0.021284, 44.781233
"{24746, 95398, 88631}' -> '{92490}", 0.021877, 0.947368, 36.768620, 0.021282, 18.510452
"{92490, 95398, 88631}' -> '{24746}", 0.021877, 0.957447, 37.874386, 0.021299, 22.905930
"{51657}' -> '{24746, 92490, 88631}", 0.021877, 0.841121, 37.612759, 0.021295, 6.153364
"{24746}' -> '{51657, 92490, 88631}", 0.021877, 0.865385, 37.874386, 0.021299, 7.258837
"{92490}' -> '{51657, 24746, 88631}", 0.021877, 0.849057, 37.159775, 0.021288, 6.473627
"{88631}' -> '{51657, 24746, 92490}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{51657, 24746}' -> '{92490, 88631}", 0.021877, 0.891089, 37.793202, 0.021298, 8.965329
"{51657, 92490}' -> '{24746, 88631}", 0.021877, 0.873786, 37.059353, 0.021286, 7.736266
"{51657, 88631}' -> '{24746, 92490}", 0.021877, 0.918367, 38.163265, 0.021303, 11.955214
"{24746, 92490}' -> '{51657, 88631}", 0.021877, 0.909091, 38.163265, 0.021303, 10.737968
"{24746, 88631}' -> '{51657, 92490}", 0.021877, 0.927835, 37.059353, 0.021286, 13.510209
"{92490, 88631}' -> '{51657, 24746}", 0.021877, 0.927835, 37.793202, 0.021298, 13.516945
"{51657, 24746, 92490}' -> '{88631}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{51657, 24746, 88631}' -> '{92490}", 0.021877, 0.957447, 37.159775, 0.021288, 22.894506
"{51657, 92490, 88631}' -> '{24746}", 0.021877, 0.957447, 37.874386, 0.021299, 22.905930
"{24746, 92490, 88631}' -> '{51657}", 0.021877, 0.978261, 37.612759, 0.021295, 44.803595
"{12305}' -> '{24746, 92490, 88631}", 0.021877, 0.584416, 26.133540, 0.021039, 2.352440
"{24746}' -> '{12305, 92490, 88631}", 0.021877, 0.865385, 37.475709, 0.021293, 7.257032
"{92490}' -> '{12305, 24746, 88631}", 0.021877, 0.849057, 37.159775, 0.021288, 6.473627
"{88631}' -> '{12305, 24746, 92490}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{12305, 24746}' -> '{92490, 88631}", 0.021877, 0.891089, 37.793202, 0.021298, 8.965329
"{12305, 92490}' -> '{24746, 88631}", 0.021877, 0.865385, 36.703013, 0.021280, 7.253420
"{12305, 88631}' -> '{24746, 92490}", 0.021877, 0.909091, 37.777778, 0.021297, 10.735294
"{24746, 92490}' -> '{12305, 88631}", 0.021877, 0.909091, 37.777778, 0.021297, 10.735294
"{24746, 88631}' -> '{12305, 92490}", 0.021877, 0.927835, 36.703013, 0.021280, 13.506841
"{92490, 88631}' -> '{12305, 24746}", 0.021877, 0.927835, 37.793202, 0.021298, 13.516945
"{12305, 24746, 92490}' -> '{88631}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{12305, 24746, 88631}' -> '{92490}", 0.021877, 0.957447, 37.159775, 0.021288, 22.894506
"{12305, 92490, 88631}' -> '{24746}", 0.021877, 0.947368, 37.475709, 0.021293, 18.519689
"{24746, 92490, 88631}' -> '{12305}", 0.021877, 0.978261, 26.133540, 0.021039, 44.278073
"{24746}' -> '{92490, 7190, 88631}", 0.021390, 0.846154, 37.430935, 0.020819, 6.353063
"{92490}' -> '{24746, 7190, 88631}", 0.021390, 0.830189, 36.724691, 0.020808, 5.755766
"{7190}' -> '{24746, 92490, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{88631}' -> '{24746, 92490, 7190}", 0.021390, 0.862745, 38.164875, 0.020830, 7.121015
"{24746, 92490}' -> '{7190, 88631}", 0.021390, 0.888889, 37.315193, 0.020817, 8.785610
"{24746, 7190}' -> '{92490, 88631}", 0.021390, 0.897959, 38.084578, 0.020829, 9.568935
"{24746, 88631}' -> '{92490, 7190}", 0.021390, 0.907216, 37.322887, 0.020817, 10.515800
"{92490, 7190}' -> '{24746, 88631}", 0.021390, 0.880000, 37.322887, 0.020817, 8.136850
"{92490, 88631}' -> '{24746, 7190}", 0.021390, 0.907216, 38.084578, 0.020829, 10.521039
"{7190, 88631}' -> '{24746, 92490}", 0.021390, 0.897959, 37.315193, 0.020817, 9.564171
"{24746, 92490, 7190}' -> '{88631}", 0.021390, 0.946237, 38.164875, 0.020830, 18.138843
"{24746, 92490, 88631}' -> '{7190}", 0.021390, 0.956522, 37.477433, 0.020820, 22.412980
"{24746, 7190, 88631}' -> '{92490}", 0.021390, 0.946237, 36.724691, 0.020808, 18.120758
"{92490, 7190, 88631}' -> '{24746}", 0.021390, 0.946237, 37.430935, 0.020819, 18.129800
"{64408}' -> '{74994, 39749, 7686}", 0.020661, 0.386364, 17.467033, 0.019478, 1.593583
"{74994}' -> '{64408, 39749, 7686}", 0.020661, 0.794393, 35.523161, 0.020080, 4.754872
"{39749}' -> '{64408, 74994, 7686}", 0.020661, 0.745614, 34.465799, 0.020062, 3.845993
"{7686}' -> '{64408, 74994, 39749}", 0.020661, 0.787037, 35.194243, 0.020074, 4.590645
"{64408, 74994}' -> '{39749, 7686}", 0.020661, 0.885417, 36.426042, 0.020094, 8.515137
"{64408, 39749}' -> '{74994, 7686}", 0.020661, 0.809524, 33.983479, 0.020053, 5.124939
"{64408, 7686}' -> '{74994, 39749}", 0.020661, 0.876289, 36.786240, 0.020100, 7.890779
"{74994, 39749}' -> '{64408, 7686}", 0.020661, 0.867347, 36.786240, 0.020100, 7.360719
"{74994, 7686}' -> '{64408, 39749}", 0.020661, 0.867347, 33.983479, 0.020053, 7.346060
"{39749, 7686}' -> '{64408, 74994}", 0.020661, 0.850000, 36.426042, 0.020094, 6.511100
"{64408, 74994, 39749}' -> '{7686}", 0.020661, 0.923913, 35.194243, 0.020074, 12.797833
"{64408, 74994, 7686}' -> '{39749}", 0.020661, 0.955056, 34.465799, 0.020062, 21.633446
"{64408, 39749, 7686}' -> '{74994}", 0.020661, 0.923913, 35.523161, 0.020080, 12.801028
"{74994, 39749, 7686}' -> '{64408}", 0.020661, 0.934066, 17.467033, 0.019478, 14.355615
"{12305}' -> '{51657, 24746, 92490, 95398}", 0.022606, 0.603896, 26.151880, 0.021741, 2.466293
"{95398}' -> '{12305, 24746, 51657, 92490}", 0.022606, 0.853211, 36.948527, 0.021994, 6.655187
"{51657}' -> '{12305, 24746, 92490, 95398}", 0.022606, 0.869159, 37.639154, 0.022005, 7.466369
"{24746}' -> '{12305, 92490, 51657, 95398}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{92490}' -> '{12305, 24746, 51657, 95398}", 0.022606, 0.877358, 37.598467, 0.022004, 7.963576
"{12305, 95398}' -> '{51657, 24746, 92490}", 0.022606, 0.877358, 37.210854, 0.021998, 7.961594
"{12305, 51657}' -> '{24746, 92490, 95398}", 0.022606, 0.894231, 37.926447, 0.022010, 9.231626
"{12305, 24746}' -> '{51657, 92490, 95398}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{12305, 92490}' -> '{51657, 24746, 95398}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{51657, 95398}' -> '{12305, 24746, 92490}", 0.022606, 0.885714, 37.565243, 0.022004, 8.543692
"{24746, 95398}' -> '{12305, 92490, 51657}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{92490, 95398}' -> '{12305, 24746, 51657}", 0.022606, 0.902913, 37.903903, 0.022009, 10.054643
"{51657, 24746}' -> '{12305, 92490, 95398}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{51657, 92490}' -> '{12305, 24746, 95398}", 0.022606, 0.902913, 37.521036, 0.022003, 10.052139
"{24746, 92490}' -> '{12305, 51657, 95398}", 0.022606, 0.939394, 37.888889, 0.022009, 16.090909
"{12305, 51657, 95398}' -> '{24746, 92490}", 0.022606, 0.911765, 37.888889, 0.022009, 11.060606
"{12305, 24746, 95398}' -> '{51657, 92490}", 0.022606, 0.939394, 37.521036, 0.022003, 16.086898
"{12305, 92490, 95398}' -> '{51657, 24746}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{12305, 24746, 51657}' -> '{92490, 95398}", 0.022606, 0.948980, 37.903903, 0.022009, 19.109285
"{12305, 92490, 51657}' -> '{24746, 95398}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{12305, 24746, 92490}' -> '{51657, 95398}", 0.022606, 0.958763, 37.565243, 0.022004, 23.631076
"{51657, 24746, 95398}' -> '{12305, 92490}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{51657, 92490, 95398}' -> '{12305, 24746}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{24746, 92490, 95398}' -> '{12305, 51657}", 0.022606, 0.958763, 37.926447, 0.022010, 23.636971
"{51657, 24746, 92490}' -> '{12305, 95398}", 0.022606, 0.958763, 37.210854, 0.021998, 23.625182
"{12305, 24746, 51657, 95398}' -> '{92490}", 0.022606, 0.968750, 37.598467, 0.022004, 31.175497
"{12305, 92490, 51657, 95398}' -> '{24746}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{12305, 24746, 92490, 95398}' -> '{51657}", 0.022606, 0.978947, 37.639154, 0.022005, 46.264582
"{12305, 24746, 51657, 92490}' -> '{95398}", 0.022606, 0.978947, 36.948527, 0.021994, 46.241490
"{51657, 24746, 92490, 95398}' -> '{12305}", 0.022606, 0.978947, 26.151880, 0.021741, 45.721923
"{12305}' -> '{51657, 92490, 95398, 7190}", 0.022606, 0.603896, 26.151880, 0.021741, 2.466293
"{95398}' -> '{12305, 92490, 51657, 7190}", 0.022606, 0.853211, 36.948527, 0.021994, 6.655187
"{7190}' -> '{12305, 92490, 51657, 95398}", 0.022606, 0.885714, 36.806349, 0.021992, 8.539438
"{51657}' -> '{12305, 92490, 95398, 7190}", 0.022606, 0.869159, 37.639154, 0.022005, 7.466369
"{92490}' -> '{12305, 51657, 95398, 7190}", 0.022606, 0.877358, 37.598467, 0.022004, 7.963576
"{12305, 95398}' -> '{51657, 92490, 7190}", 0.022606, 0.877358, 37.210854, 0.021998, 7.961594
"{12305, 7190}' -> '{51657, 92490, 95398}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{12305, 51657}' -> '{92490, 95398, 7190}", 0.022606, 0.894231, 37.926447, 0.022010, 9.231626
"{12305, 92490}' -> '{51657, 95398, 7190}", 0.022606, 0.894231, 37.160256, 0.021997, 9.227030
"{95398, 7190}' -> '{12305, 92490, 51657}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{51657, 95398}' -> '{12305, 92490, 7190}", 0.022606, 0.885714, 37.181924, 0.021998, 8.541565
"{92490, 95398}' -> '{12305, 51657, 7190}", 0.022606, 0.902913, 37.903903, 0.022009, 10.054643
"{51657, 7190}' -> '{12305, 92490, 95398}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{92490, 7190}' -> '{12305, 51657, 95398}", 0.022606, 0.930000, 37.510000, 0.022003, 13.931523
"{51657, 92490}' -> '{12305, 95398, 7190}", 0.022606, 0.902913, 37.521036, 0.022003, 10.052139
"{12305, 95398, 7190}' -> '{51657, 92490}", 0.022606, 0.939394, 37.521036, 0.022003, 16.086898
"{12305, 51657, 95398}' -> '{92490, 7190}", 0.022606, 0.911765, 37.510000, 0.022003, 11.057851
"{12305, 92490, 95398}' -> '{51657, 7190}", 0.022606, 0.920792, 37.506323, 0.022003, 12.315052
"{12305, 51657, 7190}' -> '{92490, 95398}", 0.022606, 0.948980, 37.903903, 0.022009, 19.109285
"{12305, 92490, 7190}' -> '{51657, 95398}", 0.022606, 0.948980, 37.181924, 0.021998, 19.099757
"{12305, 92490, 51657}' -> '{95398, 7190}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{51657, 95398, 7190}' -> '{12305, 92490}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{92490, 95398, 7190}' -> '{12305, 51657}", 0.022606, 0.958763, 37.926447, 0.022010, 23.636971
"{51657, 92490, 95398}' -> '{12305, 7190}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{51657, 92490, 7190}' -> '{12305, 95398}", 0.022606, 0.958763, 37.210854, 0.021998, 23.625182
"{12305, 51657, 95398, 7190}' -> '{92490}", 0.022606, 0.968750, 37.598467, 0.022004, 31.175497
"{12305, 92490, 95398, 7190}' -> '{51657}", 0.022606, 0.978947, 37.639154, 0.022005, 46.264582
"{12305, 92490, 51657, 95398}' -> '{7190}", 0.022606, 0.939394, 36.806349, 0.021992, 16.078877
"{12305, 92490, 51657, 7190}' -> '{95398}", 0.022606, 0.978947, 36.948527, 0.021994, 46.241490
"{51657, 92490, 95398, 7190}' -> '{12305}", 0.022606, 0.978947, 26.151880, 0.021741, 45.721923
"{12305}' -> '{51657, 92490, 95398, 88631}", 0.021877, 0.584416, 26.133540, 0.021039, 2.352440
"{95398}' -> '{12305, 92490, 51657, 88631}", 0.021877, 0.825688, 36.922617, 0.021284, 5.608551
"{88631}' -> '{12305, 92490, 51657, 95398}", 0.021877, 0.882353, 36.666667, 0.021280, 8.295454
"{51657}' -> '{12305, 92490, 95398, 88631}", 0.021877, 0.841121, 37.612759, 0.021295, 6.153364
"{92490}' -> '{12305, 51657, 95398, 88631}", 0.021877, 0.849057, 37.559343, 0.021294, 6.475237
"{12305, 95398}' -> '{51657, 92490, 88631}", 0.021877, 0.849057, 37.159775, 0.021288, 6.473627
"{12305, 88631}' -> '{51657, 92490, 95398}", 0.021877, 0.909091, 37.029703, 0.021286, 10.729946
"{12305, 51657}' -> '{92490, 95398, 88631}", 0.021877, 0.865385, 37.874386, 0.021299, 7.258837
"{12305, 92490}' -> '{51657, 95398, 88631}", 0.021877, 0.865385, 37.085337, 0.021287, 7.255226
"{95398, 88631}' -> '{12305, 92490, 51657}", 0.021877, 0.909091, 37.029703, 0.021286, 10.729946
"{51657, 95398}' -> '{12305, 92490, 88631}", 0.021877, 0.857143, 37.118797, 0.021287, 6.838357
"{92490, 95398}' -> '{12305, 51657, 88631}", 0.021877, 0.873786, 37.839550, 0.021298, 7.740118
"{51657, 88631}' -> '{12305, 92490, 95398}", 0.021877, 0.918367, 37.407557, 0.021292, 11.949258
"{92490, 88631}' -> '{12305, 51657, 95398}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{51657, 92490}' -> '{12305, 95398, 88631}", 0.021877, 0.873786, 37.445388, 0.021292, 7.738192
"{12305, 95398, 88631}' -> '{51657, 92490}", 0.021877, 0.937500, 37.445388, 0.021292, 15.599416
"{12305, 51657, 95398}' -> '{92490, 88631}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{12305, 92490, 95398}' -> '{51657, 88631}", 0.021877, 0.891089, 37.407557, 0.021292, 8.963097
"{12305, 51657, 88631}' -> '{92490, 95398}", 0.021877, 0.947368, 37.839550, 0.021298, 18.524307
"{12305, 92490, 88631}' -> '{51657, 95398}", 0.021877, 0.947368, 37.118797, 0.021287, 18.515070
"{12305, 92490, 51657}' -> '{95398, 88631}", 0.021877, 0.891089, 37.029703, 0.021286, 8.960865
"{51657, 95398, 88631}' -> '{12305, 92490}", 0.021877, 0.937500, 37.085337, 0.021287, 15.595527
"{92490, 95398, 88631}' -> '{12305, 51657}", 0.021877, 0.957447, 37.874386, 0.021299, 22.905930
"{51657, 92490, 95398}' -> '{12305, 88631}", 0.021877, 0.891089, 37.029703, 0.021286, 8.960865
"{51657, 92490, 88631}' -> '{12305, 95398}", 0.021877, 0.957447, 37.159775, 0.021288, 22.894506
"{12305, 51657, 95398, 88631}' -> '{92490}", 0.021877, 0.967742, 37.559343, 0.021294, 30.201263
"{12305, 92490, 95398, 88631}' -> '{51657}", 0.021877, 0.978261, 37.612759, 0.021295, 44.803595
"{12305, 92490, 51657, 95398}' -> '{88631}", 0.021877, 0.909091, 36.666667, 0.021280, 10.727273
"{12305, 92490, 51657, 88631}' -> '{95398}", 0.021877, 0.978261, 36.922617, 0.021284, 44.781233
"{51657, 92490, 95398, 88631}' -> '{12305}", 0.021877, 0.978261, 26.133540, 0.021039, 44.278073
"{12305}' -> '{51657, 24746, 95398, 7190}", 0.021877, 0.584416, 25.852535, 0.021030, 2.351855
"{95398}' -> '{12305, 24746, 51657, 7190}", 0.021877, 0.825688, 36.922617, 0.021284, 5.608551
"{7190}' -> '{12305, 24746, 51657, 95398}", 0.021877, 0.857143, 36.732143, 0.021281, 6.836655
"{51657}' -> '{12305, 24746, 95398, 7190}", 0.021877, 0.841121, 37.208321, 0.021289, 6.151834
"{24746}' -> '{12305, 51657, 95398, 7190}", 0.021877, 0.865385, 37.085337, 0.021287, 7.255226
"{12305, 95398}' -> '{51657, 24746, 7190}", 0.021877, 0.849057, 36.768620, 0.021282, 6.472016
"{12305, 7190}' -> '{51657, 24746, 95398}", 0.021877, 0.882353, 36.666667, 0.021280, 8.295454
"{12305, 51657}' -> '{24746, 95398, 7190}", 0.021877, 0.865385, 37.085337, 0.021287, 7.255226
"{12305, 24746}' -> '{51657, 95398, 7190}", 0.021877, 0.891089, 37.029703, 0.021286, 8.960865
"{95398, 7190}' -> '{12305, 24746, 51657}", 0.021877, 0.882353, 37.040816, 0.021286, 8.297521
"{51657, 95398}' -> '{12305, 24746, 7190}", 0.021877, 0.857143, 37.118797, 0.021287, 6.838357
"{24746, 95398}' -> '{12305, 51657, 7190}", 0.021877, 0.882353, 37.040816, 0.021286, 8.297521
"{51657, 7190}' -> '{12305, 24746, 95398}", 0.021877, 0.891089, 37.029703, 0.021286, 8.960865
"{24746, 7190}' -> '{12305, 51657, 95398}", 0.021877, 0.918367, 37.040816, 0.021286, 11.946281
"{51657, 24746}' -> '{12305, 95398, 7190}", 0.021877, 0.891089, 37.029703, 0.021286, 8.960865
"{12305, 95398, 7190}' -> '{51657, 24746}", 0.021877, 0.909091, 37.029703, 0.021286, 10.729946
"{12305, 51657, 95398}' -> '{24746, 7190}", 0.021877, 0.882353, 37.040816, 0.021286, 8.297521
"{12305, 24746, 95398}' -> '{51657, 7190}", 0.021877, 0.909091, 37.029703, 0.021286, 10.729946
"{12305, 51657, 7190}' -> '{24746, 95398}", 0.021877, 0.918367, 37.040816, 0.021286, 11.946281
"{12305, 24746, 7190}' -> '{51657, 95398}", 0.021877, 0.947368, 37.118797, 0.021287, 18.515070
"{12305, 24746, 51657}' -> '{95398, 7190}", 0.021877, 0.918367, 37.040816, 0.021286, 11.946281
"{51657, 95398, 7190}' -> '{12305, 24746}", 0.021877, 0.909091, 37.029703, 0.021286, 10.729946
"{24746, 95398, 7190}' -> '{12305, 51657}", 0.021877, 0.937500, 37.085337, 0.021287, 15.595527
"{51657, 24746, 95398}' -> '{12305, 7190}", 0.021877, 0.909091, 36.666667, 0.021280, 10.727273
"{51657, 24746, 7190}' -> '{12305, 95398}", 0.021877, 0.947368, 36.768620, 0.021282, 18.510452
"{12305, 51657, 95398, 7190}' -> '{24746}", 0.021877, 0.937500, 37.085337, 0.021287, 15.595527
"{12305, 24746, 95398, 7190}' -> '{51657}", 0.021877, 0.967742, 37.208321, 0.021289, 30.193728
"{12305, 24746, 51657, 95398}' -> '{7190}", 0.021877, 0.937500, 36.732143, 0.021281, 15.591638
"{12305, 24746, 51657, 7190}' -> '{95398}", 0.021877, 0.978261, 36.922617, 0.021284, 44.781233
"{51657, 24746, 95398, 7190}' -> '{12305}", 0.021877, 0.967742, 25.852535, 0.021030, 29.839571
"{12305}' -> '{51657, 24746, 95398, 88631}", 0.021633, 0.577922, 25.843168, 0.020796, 2.316248
"{95398}' -> '{12305, 24746, 51657, 88631}", 0.021633, 0.816514, 36.913600, 0.021047, 5.329448
"{88631}' -> '{12305, 24746, 51657, 95398}", 0.021633, 0.872549, 37.392361, 0.021055, 7.663064
"{51657}' -> '{12305, 24746, 95398, 88631}", 0.021633, 0.831776, 37.194839, 0.021052, 5.811511
"{24746}' -> '{12305, 51657, 95398, 88631}", 0.021633, 0.855769, 37.856286, 0.021062, 6.776600
"{12305, 95398}' -> '{51657, 24746, 88631}", 0.021633, 0.839623, 36.746889, 0.021045, 6.092825
"{12305, 88631}' -> '{51657, 24746, 95398}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{12305, 51657}' -> '{24746, 95398, 88631}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{12305, 24746}' -> '{51657, 95398, 88631}", 0.021633, 0.881188, 37.762583, 0.021061, 8.220264
"{95398, 88631}' -> '{12305, 24746, 51657}", 0.021633, 0.898990, 37.739229, 0.021060, 9.664171
"{51657, 95398}' -> '{12305, 24746, 88631}", 0.021633, 0.847619, 37.096859, 0.021050, 6.412555
"{24746, 95398}' -> '{12305, 51657, 88631}", 0.021633, 0.872549, 37.785965, 0.021061, 7.664971
"{51657, 88631}' -> '{12305, 24746, 95398}", 0.021633, 0.908163, 37.739229, 0.021060, 10.626857
"{24746, 88631}' -> '{12305, 51657, 95398}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{51657, 24746}' -> '{12305, 95398, 88631}", 0.021633, 0.881188, 37.762583, 0.021061, 8.220264
"{12305, 95398, 88631}' -> '{51657, 24746}", 0.021633, 0.927083, 37.762583, 0.021061, 13.377595
"{12305, 51657, 95398}' -> '{24746, 88631}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{12305, 24746, 95398}' -> '{51657, 88631}", 0.021633, 0.898990, 37.739229, 0.021060, 9.664171
"{12305, 51657, 88631}' -> '{24746, 95398}", 0.021633, 0.936842, 37.785965, 0.021061, 15.440771
"{12305, 24746, 88631}' -> '{51657, 95398}", 0.021633, 0.946809, 37.096859, 0.021050, 18.320175
"{12305, 24746, 51657}' -> '{95398, 88631}", 0.021633, 0.908163, 37.739229, 0.021060, 10.626857
"{51657, 95398, 88631}' -> '{12305, 24746}", 0.021633, 0.927083, 37.762583, 0.021061, 13.377595
"{24746, 95398, 88631}' -> '{12305, 51657}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{51657, 24746, 95398}' -> '{12305, 88631}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{51657, 24746, 88631}' -> '{12305, 95398}", 0.021633, 0.946809, 36.746889, 0.021045, 18.315605
"{12305, 51657, 95398, 88631}' -> '{24746}", 0.021633, 0.956989, 37.856286, 0.021062, 22.662250
"{12305, 24746, 95398, 88631}' -> '{51657}", 0.021633, 0.967391, 37.194839, 0.021052, 29.869064
"{12305, 24746, 51657, 95398}' -> '{88631}", 0.021633, 0.927083, 37.392361, 0.021055, 13.374262
"{12305, 24746, 51657, 88631}' -> '{95398}", 0.021633, 0.978022, 36.913600, 0.021047, 44.294480
