Relationship, Support, Confidence, Lift, Leverage, Conviction
"{12305}' -> '{51657, 7190, 95398, 88631}", 0.021633, 0.577922, 25.843168, 0.020796, 2.316248
"{88631}' -> '{12305, 51657, 95398, 7190}", 0.021633, 0.872549, 37.392361, 0.021055, 7.663064
"{95398}' -> '{12305, 51657, 7190, 88631}", 0.021633, 0.816514, 36.913600, 0.021047, 5.329448
"{7190}' -> '{12305, 51657, 95398, 88631}", 0.021633, 0.847619, 37.495750, 0.021056, 6.414150
"{51657}' -> '{12305, 7190, 95398, 88631}", 0.021633, 0.831776, 37.194839, 0.021052, 5.811511
"{12305, 88631}' -> '{51657, 95398, 7190}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{12305, 95398}' -> '{51657, 7190, 88631}", 0.021633, 0.839623, 36.746889, 0.021045, 6.092825
"{12305, 7190}' -> '{51657, 95398, 88631}", 0.021633, 0.872549, 37.392361, 0.021055, 7.663064
"{12305, 51657}' -> '{7190, 95398, 88631}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{95398, 88631}' -> '{12305, 51657, 7190}", 0.021633, 0.898990, 37.739229, 0.021060, 9.664171
"{7190, 88631}' -> '{12305, 51657, 95398}", 0.021633, 0.908163, 36.629252, 0.021043, 10.618916
"{51657, 88631}' -> '{12305, 95398, 7190}", 0.021633, 0.908163, 37.739229, 0.021060, 10.626857
"{95398, 7190}' -> '{12305, 51657, 88631}", 0.021633, 0.872549, 37.785965, 0.021061, 7.664971
"{51657, 95398}' -> '{12305, 7190, 88631}", 0.021633, 0.847619, 36.706366, 0.021044, 6.410959
"{51657, 7190}' -> '{12305, 95398, 88631}", 0.021633, 0.881188, 37.762583, 0.021061, 8.220264
"{12305, 95398, 88631}' -> '{51657, 7190}", 0.021633, 0.927083, 37.762583, 0.021061, 13.377595
"{12305, 7190, 88631}' -> '{51657, 95398}", 0.021633, 0.936842, 36.706366, 0.021044, 15.429225
"{12305, 51657, 88631}' -> '{95398, 7190}", 0.021633, 0.936842, 37.785965, 0.021061, 15.440771
"{12305, 95398, 7190}' -> '{51657, 88631}", 0.021633, 0.898990, 37.739229, 0.021060, 9.664171
"{12305, 51657, 95398}' -> '{7190, 88631}", 0.021633, 0.872549, 36.629252, 0.021043, 7.659250
"{12305, 51657, 7190}' -> '{95398, 88631}", 0.021633, 0.908163, 37.739229, 0.021060, 10.626857
"{7190, 95398, 88631}' -> '{12305, 51657}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{51657, 95398, 88631}' -> '{12305, 7190}", 0.021633, 0.927083, 37.392361, 0.021055, 13.374262
"{51657, 7190, 88631}' -> '{12305, 95398}", 0.021633, 0.946809, 36.746889, 0.021045, 18.315605
"{51657, 95398, 7190}' -> '{12305, 88631}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{12305, 7190, 95398, 88631}' -> '{51657}", 0.021633, 0.967391, 37.194839, 0.021052, 29.869064
"{12305, 51657, 95398, 88631}' -> '{7190}", 0.021633, 0.956989, 37.495750, 0.021056, 22.656599
"{12305, 51657, 7190, 88631}' -> '{95398}", 0.021633, 0.978022, 36.913600, 0.021047, 44.294480
"{12305, 51657, 95398, 7190}' -> '{88631}", 0.021633, 0.927083, 37.392361, 0.021055, 13.374262
"{51657, 7190, 95398, 88631}' -> '{12305}", 0.021633, 0.967391, 25.843168, 0.020796, 29.518716
"{95398}' -> '{51657, 24746, 92490, 7190}", 0.021633, 0.816514, 36.913600, 0.021047, 5.329448
"{7190}' -> '{51657, 24746, 92490, 95398}", 0.021633, 0.847619, 36.706366, 0.021044, 6.410959
"{51657}' -> '{24746, 92490, 95398, 7190}", 0.021633, 0.831776, 37.603574, 0.021058, 5.812956
"{24746}' -> '{51657, 92490, 95398, 7190}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{92490}' -> '{51657, 24746, 95398, 7190}", 0.021633, 0.839623, 37.142017, 0.021051, 6.094341
"{95398, 7190}' -> '{51657, 24746, 92490}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{51657, 95398}' -> '{24746, 92490, 7190}", 0.021633, 0.847619, 37.495750, 0.021056, 6.414150
"{24746, 95398}' -> '{51657, 92490, 7190}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{92490, 95398}' -> '{51657, 24746, 7190}", 0.021633, 0.864078, 37.419111, 0.021055, 7.187253
"{51657, 7190}' -> '{24746, 92490, 95398}", 0.021633, 0.881188, 37.373278, 0.021055, 8.218218
"{24746, 7190}' -> '{51657, 92490, 95398}", 0.021633, 0.908163, 36.991918, 0.021049, 10.621563
"{92490, 7190}' -> '{51657, 24746, 95398}", 0.021633, 0.890000, 36.984444, 0.021049, 8.872144
"{51657, 24746}' -> '{92490, 95398, 7190}", 0.021633, 0.881188, 37.373278, 0.021055, 8.218218
"{51657, 92490}' -> '{24746, 95398, 7190}", 0.021633, 0.864078, 37.029328, 0.021049, 7.185464
"{24746, 92490}' -> '{51657, 95398, 7190}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{51657, 95398, 7190}' -> '{24746, 92490}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{24746, 95398, 7190}' -> '{51657, 92490}", 0.021633, 0.927083, 37.029328, 0.021049, 13.370928
"{92490, 95398, 7190}' -> '{51657, 24746}", 0.021633, 0.917526, 37.373278, 0.021055, 11.827327
"{51657, 24746, 95398}' -> '{92490, 7190}", 0.021633, 0.898990, 36.984444, 0.021049, 9.659358
"{51657, 92490, 95398}' -> '{24746, 7190}", 0.021633, 0.881188, 36.991918, 0.021049, 8.216172
"{24746, 92490, 95398}' -> '{51657, 7190}", 0.021633, 0.917526, 37.373278, 0.021055, 11.827327
"{51657, 24746, 7190}' -> '{92490, 95398}", 0.021633, 0.936842, 37.419111, 0.021055, 15.436922
"{51657, 92490, 7190}' -> '{24746, 95398}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{24746, 92490, 7190}' -> '{51657, 95398}", 0.021633, 0.956989, 37.495750, 0.021056, 22.656599
"{51657, 24746, 92490}' -> '{95398, 7190}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{51657, 24746, 95398, 7190}' -> '{92490}", 0.021633, 0.956989, 37.142017, 0.021051, 22.650947
"{51657, 92490, 95398, 7190}' -> '{24746}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{24746, 92490, 95398, 7190}' -> '{51657}", 0.021633, 0.978022, 37.603574, 0.021058, 44.316600
"{51657, 24746, 92490, 95398}' -> '{7190}", 0.021633, 0.936842, 36.706366, 0.021044, 15.429225
"{51657, 24746, 92490, 7190}' -> '{95398}", 0.021633, 0.978022, 36.913600, 0.021047, 44.294480
"{12305}' -> '{24746, 92490, 95398, 7190}", 0.021633, 0.577922, 26.127159, 0.020805, 2.316824
"{95398}' -> '{12305, 24746, 92490, 7190}", 0.021633, 0.816514, 36.913600, 0.021047, 5.329448
"{7190}' -> '{12305, 24746, 92490, 95398}", 0.021633, 0.847619, 36.706366, 0.021044, 6.410959
"{24746}' -> '{12305, 92490, 95398, 7190}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{92490}' -> '{12305, 24746, 95398, 7190}", 0.021633, 0.839623, 37.142017, 0.021051, 6.094341
"{12305, 95398}' -> '{24746, 92490, 7190}", 0.021633, 0.839623, 37.142017, 0.021051, 6.094341
"{12305, 7190}' -> '{24746, 92490, 95398}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{12305, 24746}' -> '{92490, 95398, 7190}", 0.021633, 0.881188, 37.373278, 0.021055, 8.218218
"{12305, 92490}' -> '{24746, 95398, 7190}", 0.021633, 0.855769, 36.673277, 0.021044, 6.771544
"{95398, 7190}' -> '{12305, 24746, 92490}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{24746, 95398}' -> '{12305, 92490, 7190}", 0.021633, 0.872549, 36.629252, 0.021043, 7.659250
"{92490, 95398}' -> '{12305, 24746, 7190}", 0.021633, 0.864078, 37.419111, 0.021055, 7.187253
"{24746, 7190}' -> '{12305, 92490, 95398}", 0.021633, 0.908163, 36.991918, 0.021049, 10.621563
"{92490, 7190}' -> '{12305, 24746, 95398}", 0.021633, 0.890000, 36.984444, 0.021049, 8.872144
"{24746, 92490}' -> '{12305, 95398, 7190}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{12305, 95398, 7190}' -> '{24746, 92490}", 0.021633, 0.898990, 37.358025, 0.021054, 9.661765
"{12305, 24746, 95398}' -> '{92490, 7190}", 0.021633, 0.898990, 36.984444, 0.021049, 9.659358
"{12305, 92490, 95398}' -> '{24746, 7190}", 0.021633, 0.881188, 36.991918, 0.021049, 8.216172
"{12305, 24746, 7190}' -> '{92490, 95398}", 0.021633, 0.936842, 37.419111, 0.021055, 15.436922
"{12305, 92490, 7190}' -> '{24746, 95398}", 0.021633, 0.908163, 36.629252, 0.021043, 10.618916
"{12305, 24746, 92490}' -> '{95398, 7190}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{24746, 95398, 7190}' -> '{12305, 92490}", 0.021633, 0.927083, 36.673277, 0.021044, 13.367595
"{92490, 95398, 7190}' -> '{12305, 24746}", 0.021633, 0.917526, 37.373278, 0.021055, 11.827327
"{24746, 92490, 95398}' -> '{12305, 7190}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{24746, 92490, 7190}' -> '{12305, 95398}", 0.021633, 0.956989, 37.142017, 0.021051, 22.650947
"{12305, 24746, 95398, 7190}' -> '{92490}", 0.021633, 0.956989, 37.142017, 0.021051, 22.650947
"{12305, 92490, 95398, 7190}' -> '{24746}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{12305, 24746, 92490, 95398}' -> '{7190}", 0.021633, 0.936842, 36.706366, 0.021044, 15.429225
"{12305, 24746, 92490, 7190}' -> '{95398}", 0.021633, 0.978022, 36.913600, 0.021047, 44.294480
"{24746, 92490, 95398, 7190}' -> '{12305}", 0.021633, 0.978022, 26.127159, 0.020805, 43.796789
"{12305}' -> '{51657, 24746, 92490, 7190}", 0.021633, 0.577922, 26.127159, 0.020805, 2.316824
"{7190}' -> '{12305, 24746, 51657, 92490}", 0.021633, 0.847619, 36.706366, 0.021044, 6.410959
"{51657}' -> '{12305, 24746, 92490, 7190}", 0.021633, 0.831776, 37.603574, 0.021058, 5.812956
"{24746}' -> '{12305, 92490, 51657, 7190}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{92490}' -> '{12305, 24746, 51657, 7190}", 0.021633, 0.839623, 37.545734, 0.021057, 6.095856
"{12305, 7190}' -> '{51657, 24746, 92490}", 0.021633, 0.872549, 37.006873, 0.021049, 7.661157
"{12305, 51657}' -> '{24746, 92490, 7190}", 0.021633, 0.855769, 37.856286, 0.021062, 6.776600
"{12305, 24746}' -> '{51657, 92490, 7190}", 0.021633, 0.881188, 37.373278, 0.021055, 8.218218
"{12305, 92490}' -> '{51657, 24746, 7190}", 0.021633, 0.855769, 37.059312, 0.021050, 6.773230
"{51657, 7190}' -> '{12305, 24746, 92490}", 0.021633, 0.881188, 37.373278, 0.021055, 8.218218
"{24746, 7190}' -> '{12305, 92490, 51657}", 0.021633, 0.908163, 36.991918, 0.021049, 10.621563
"{92490, 7190}' -> '{12305, 24746, 51657}", 0.021633, 0.890000, 37.361837, 0.021054, 8.874354
"{51657, 24746}' -> '{12305, 92490, 7190}", 0.021633, 0.881188, 36.991918, 0.021049, 8.216172
"{51657, 92490}' -> '{12305, 24746, 7190}", 0.021633, 0.864078, 37.419111, 0.021055, 7.187253
"{24746, 92490}' -> '{12305, 51657, 7190}", 0.021633, 0.898990, 37.739229, 0.021060, 9.664171
"{12305, 51657, 7190}' -> '{24746, 92490}", 0.021633, 0.908163, 37.739229, 0.021060, 10.626857
"{12305, 24746, 7190}' -> '{51657, 92490}", 0.021633, 0.936842, 37.419111, 0.021055, 15.436922
"{12305, 92490, 7190}' -> '{51657, 24746}", 0.021633, 0.908163, 36.991918, 0.021049, 10.621563
"{12305, 24746, 51657}' -> '{92490, 7190}", 0.021633, 0.908163, 37.361837, 0.021054, 10.624210
"{12305, 92490, 51657}' -> '{24746, 7190}", 0.021633, 0.881188, 36.991918, 0.021049, 8.216172
"{12305, 24746, 92490}' -> '{51657, 7190}", 0.021633, 0.917526, 37.373278, 0.021055, 11.827327
"{51657, 24746, 7190}' -> '{12305, 92490}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{51657, 92490, 7190}' -> '{12305, 24746}", 0.021633, 0.917526, 37.373278, 0.021055, 11.827327
"{24746, 92490, 7190}' -> '{12305, 51657}", 0.021633, 0.956989, 37.856286, 0.021062, 22.662250
"{51657, 24746, 92490}' -> '{12305, 7190}", 0.021633, 0.917526, 37.006873, 0.021049, 11.824380
"{12305, 24746, 51657, 7190}' -> '{92490}", 0.021633, 0.967391, 37.545734, 0.021057, 29.876518
"{12305, 92490, 51657, 7190}' -> '{24746}", 0.021633, 0.936842, 37.059312, 0.021050, 15.433074
"{12305, 24746, 92490, 7190}' -> '{51657}", 0.021633, 0.978022, 37.603574, 0.021058, 44.316600
"{12305, 24746, 51657, 92490}' -> '{7190}", 0.021633, 0.936842, 36.706366, 0.021044, 15.429225
"{51657, 24746, 92490, 7190}' -> '{12305}", 0.021633, 0.978022, 26.127159, 0.020805, 43.796789
"{88631}' -> '{51657, 24746, 95398, 7190}", 0.021390, 0.862745, 38.164875, 0.020830, 7.121015
"{95398}' -> '{51657, 24746, 7190, 88631}", 0.021390, 0.807339, 36.904383, 0.020811, 5.076927
"{7190}' -> '{51657, 24746, 95398, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{51657}' -> '{24746, 7190, 95398, 88631}", 0.021390, 0.822430, 37.181062, 0.020815, 5.507011
"{24746}' -> '{51657, 7190, 95398, 88631}", 0.021390, 0.846154, 37.837793, 0.020825, 6.354643
"{95398, 88631}' -> '{51657, 24746, 7190}", 0.021390, 0.888889, 38.493567, 0.020835, 8.792173
"{7190, 88631}' -> '{51657, 24746, 95398}", 0.021390, 0.897959, 37.315193, 0.020817, 9.564171
"{51657, 88631}' -> '{24746, 95398, 7190}", 0.021390, 0.897959, 38.481293, 0.020835, 9.571317
"{24746, 88631}' -> '{51657, 95398, 7190}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{95398, 7190}' -> '{51657, 24746, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{51657, 95398}' -> '{24746, 7190, 88631}", 0.021390, 0.838095, 37.074450, 0.020813, 6.036847
"{24746, 95398}' -> '{51657, 7190, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{51657, 7190}' -> '{24746, 95398, 88631}", 0.021390, 0.871287, 37.731318, 0.020823, 7.589825
"{24746, 7190}' -> '{51657, 95398, 88631}", 0.021390, 0.897959, 38.481293, 0.020835, 9.571317
"{51657, 24746}' -> '{7190, 95398, 88631}", 0.021390, 0.871287, 37.731318, 0.020823, 7.589825
"{7190, 95398, 88631}' -> '{51657, 24746}", 0.021390, 0.926316, 37.731318, 0.020823, 13.238246
"{51657, 95398, 88631}' -> '{24746, 7190}", 0.021390, 0.916667, 38.481293, 0.020835, 11.714147
"{24746, 95398, 88631}' -> '{51657, 7190}", 0.021390, 0.926316, 37.731318, 0.020823, 13.238246
"{51657, 7190, 88631}' -> '{24746, 95398}", 0.021390, 0.936170, 37.758865, 0.020824, 15.278237
"{24746, 7190, 88631}' -> '{51657, 95398}", 0.021390, 0.946237, 37.074450, 0.020813, 18.125279
"{51657, 24746, 88631}' -> '{95398, 7190}", 0.021390, 0.936170, 37.758865, 0.020824, 15.278237
"{51657, 95398, 7190}' -> '{24746, 88631}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{24746, 95398, 7190}' -> '{51657, 88631}", 0.021390, 0.916667, 38.481293, 0.020835, 11.714147
"{51657, 24746, 95398}' -> '{7190, 88631}", 0.021390, 0.888889, 37.315193, 0.020817, 8.785610
"{51657, 24746, 7190}' -> '{95398, 88631}", 0.021390, 0.926316, 38.493567, 0.020835, 13.244843
"{51657, 7190, 95398, 88631}' -> '{24746}", 0.021390, 0.956522, 37.837793, 0.020825, 22.418570
"{24746, 7190, 95398, 88631}' -> '{51657}", 0.021390, 0.967033, 37.181062, 0.020815, 29.544400
"{51657, 24746, 95398, 88631}' -> '{7190}", 0.021390, 0.956522, 37.477433, 0.020820, 22.412980
"{51657, 24746, 7190, 88631}' -> '{95398}", 0.021390, 0.977778, 36.904383, 0.020811, 43.807728
"{51657, 24746, 95398, 7190}' -> '{88631}", 0.021390, 0.946237, 38.164875, 0.020830, 18.138843
"{12305}' -> '{24746, 7190, 95398, 88631}", 0.021390, 0.571429, 25.833595, 0.020562, 2.281721
"{88631}' -> '{12305, 24746, 95398, 7190}", 0.021390, 0.862745, 38.164875, 0.020830, 7.121015
"{95398}' -> '{12305, 24746, 7190, 88631}", 0.021390, 0.807339, 36.904383, 0.020811, 5.076927
"{7190}' -> '{12305, 24746, 95398, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{24746}' -> '{12305, 7190, 95398, 88631}", 0.021390, 0.846154, 37.837793, 0.020825, 6.354643
"{12305, 88631}' -> '{24746, 95398, 7190}", 0.021390, 0.888889, 38.092593, 0.020829, 8.789985
"{12305, 95398}' -> '{24746, 7190, 88631}", 0.021390, 0.830189, 36.724691, 0.020808, 5.755766
"{12305, 7190}' -> '{24746, 95398, 88631}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{12305, 24746}' -> '{7190, 95398, 88631}", 0.021390, 0.871287, 37.731318, 0.020823, 7.589825
"{95398, 88631}' -> '{12305, 24746, 7190}", 0.021390, 0.888889, 38.493567, 0.020835, 8.792173
"{7190, 88631}' -> '{12305, 24746, 95398}", 0.021390, 0.897959, 37.315193, 0.020817, 9.564171
"{24746, 88631}' -> '{12305, 95398, 7190}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{95398, 7190}' -> '{12305, 24746, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{24746, 95398}' -> '{12305, 7190, 88631}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{24746, 7190}' -> '{12305, 95398, 88631}", 0.021390, 0.897959, 38.481293, 0.020835, 9.571317
"{12305, 95398, 88631}' -> '{24746, 7190}", 0.021390, 0.916667, 38.481293, 0.020835, 11.714147
"{12305, 7190, 88631}' -> '{24746, 95398}", 0.021390, 0.926316, 37.361404, 0.020818, 13.234947
"{12305, 24746, 88631}' -> '{95398, 7190}", 0.021390, 0.936170, 37.758865, 0.020824, 15.278237
"{12305, 95398, 7190}' -> '{24746, 88631}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{12305, 24746, 95398}' -> '{7190, 88631}", 0.021390, 0.888889, 37.315193, 0.020817, 8.785610
"{12305, 24746, 7190}' -> '{95398, 88631}", 0.021390, 0.926316, 38.493567, 0.020835, 13.244843
"{7190, 95398, 88631}' -> '{12305, 24746}", 0.021390, 0.926316, 37.731318, 0.020823, 13.238246
"{24746, 95398, 88631}' -> '{12305, 7190}", 0.021390, 0.926316, 37.361404, 0.020818, 13.234947
"{24746, 7190, 88631}' -> '{12305, 95398}", 0.021390, 0.946237, 36.724691, 0.020808, 18.120758
"{24746, 95398, 7190}' -> '{12305, 88631}", 0.021390, 0.916667, 38.092593, 0.020829, 11.711230
"{12305, 7190, 95398, 88631}' -> '{24746}", 0.021390, 0.956522, 37.837793, 0.020825, 22.418570
"{12305, 24746, 95398, 88631}' -> '{7190}", 0.021390, 0.956522, 37.477433, 0.020820, 22.412980
"{12305, 24746, 7190, 88631}' -> '{95398}", 0.021390, 0.977778, 36.904383, 0.020811, 43.807728
"{12305, 24746, 95398, 7190}' -> '{88631}", 0.021390, 0.946237, 38.164875, 0.020830, 18.138843
"{24746, 7190, 95398, 88631}' -> '{12305}", 0.021390, 0.967033, 25.833595, 0.020562, 29.197860
"{12305}' -> '{92490, 7190, 95398, 88631}", 0.021390, 0.571429, 26.120635, 0.020571, 2.282288
"{88631}' -> '{12305, 92490, 95398, 7190}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{95398}' -> '{12305, 92490, 7190, 88631}", 0.021390, 0.807339, 36.498841, 0.020804, 5.075665
"{7190}' -> '{12305, 92490, 95398, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{92490}' -> '{12305, 7190, 95398, 88631}", 0.021390, 0.830189, 37.123872, 0.020814, 5.757198
"{12305, 88631}' -> '{92490, 95398, 7190}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{12305, 95398}' -> '{92490, 7190, 88631}", 0.021390, 0.830189, 36.724691, 0.020808, 5.755766
"{12305, 7190}' -> '{92490, 95398, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{12305, 92490}' -> '{7190, 95398, 88631}", 0.021390, 0.846154, 36.642915, 0.020807, 6.349903
"{95398, 88631}' -> '{12305, 92490, 7190}", 0.021390, 0.888889, 37.315193, 0.020817, 8.785610
"{7190, 88631}' -> '{12305, 92490, 95398}", 0.021390, 0.897959, 36.576278, 0.020806, 9.559407
"{92490, 88631}' -> '{12305, 95398, 7190}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{95398, 7190}' -> '{12305, 92490, 88631}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{92490, 95398}' -> '{12305, 7190, 88631}", 0.021390, 0.854369, 36.998671, 0.020812, 6.708102
"{92490, 7190}' -> '{12305, 95398, 88631}", 0.021390, 0.880000, 37.711667, 0.020823, 8.138875
"{12305, 95398, 88631}' -> '{92490, 7190}", 0.021390, 0.916667, 37.711667, 0.020823, 11.708313
"{12305, 7190, 88631}' -> '{92490, 95398}", 0.021390, 0.926316, 36.998671, 0.020812, 13.231648
"{12305, 92490, 88631}' -> '{95398, 7190}", 0.021390, 0.926316, 37.361404, 0.020818, 13.234947
"{12305, 95398, 7190}' -> '{92490, 88631}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{12305, 92490, 95398}' -> '{7190, 88631}", 0.021390, 0.871287, 36.576278, 0.020806, 7.584159
"{12305, 92490, 7190}' -> '{95398, 88631}", 0.021390, 0.897959, 37.315193, 0.020817, 9.564171
"{7190, 95398, 88631}' -> '{12305, 92490}", 0.021390, 0.926316, 36.642915, 0.020807, 13.228349
"{92490, 95398, 88631}' -> '{12305, 7190}", 0.021390, 0.936170, 37.758865, 0.020824, 15.278237
"{92490, 7190, 88631}' -> '{12305, 95398}", 0.021390, 0.946237, 36.724691, 0.020808, 18.120758
"{92490, 95398, 7190}' -> '{12305, 88631}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{12305, 7190, 95398, 88631}' -> '{92490}", 0.021390, 0.956522, 37.123872, 0.020814, 22.407389
"{12305, 92490, 95398, 88631}' -> '{7190}", 0.021390, 0.956522, 37.477433, 0.020820, 22.412980
"{12305, 92490, 7190, 88631}' -> '{95398}", 0.021390, 0.967033, 36.498841, 0.020804, 29.529654
"{12305, 92490, 95398, 7190}' -> '{88631}", 0.021390, 0.926316, 37.361404, 0.020818, 13.234947
"{92490, 7190, 95398, 88631}' -> '{12305}", 0.021390, 0.977778, 26.120635, 0.020571, 43.315506
"{88631}' -> '{51657, 92490, 95398, 7190}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{95398}' -> '{51657, 92490, 7190, 88631}", 0.021390, 0.807339, 36.904383, 0.020811, 5.076927
"{7190}' -> '{51657, 92490, 95398, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{51657}' -> '{92490, 7190, 95398, 88631}", 0.021390, 0.822430, 37.594185, 0.020821, 5.508380
"{92490}' -> '{51657, 7190, 95398, 88631}", 0.021390, 0.830189, 37.123872, 0.020814, 5.757198
"{95398, 88631}' -> '{51657, 92490, 7190}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{7190, 88631}' -> '{51657, 92490, 95398}", 0.021390, 0.897959, 36.576278, 0.020806, 9.559407
"{51657, 88631}' -> '{92490, 95398, 7190}", 0.021390, 0.897959, 38.084578, 0.020829, 9.568935
"{92490, 88631}' -> '{51657, 95398, 7190}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{95398, 7190}' -> '{51657, 92490, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{51657, 95398}' -> '{92490, 7190, 88631}", 0.021390, 0.838095, 37.074450, 0.020813, 6.036847
"{92490, 95398}' -> '{51657, 7190, 88631}", 0.021390, 0.854369, 37.392274, 0.020818, 6.709771
"{51657, 7190}' -> '{92490, 95398, 88631}", 0.021390, 0.871287, 38.132715, 0.020829, 7.591713
"{92490, 7190}' -> '{51657, 95398, 88631}", 0.021390, 0.880000, 37.711667, 0.020823, 8.138875
"{51657, 92490}' -> '{7190, 95398, 88631}", 0.021390, 0.854369, 36.998671, 0.020812, 6.708102
"{7190, 95398, 88631}' -> '{51657, 92490}", 0.021390, 0.926316, 36.998671, 0.020812, 13.231648
"{51657, 95398, 88631}' -> '{92490, 7190}", 0.021390, 0.916667, 37.711667, 0.020823, 11.708313
"{92490, 95398, 88631}' -> '{51657, 7190}", 0.021390, 0.936170, 38.132715, 0.020829, 15.282045
"{51657, 7190, 88631}' -> '{92490, 95398}", 0.021390, 0.936170, 37.392274, 0.020818, 15.274429
"{92490, 7190, 88631}' -> '{51657, 95398}", 0.021390, 0.946237, 37.074450, 0.020813, 18.125279
"{51657, 92490, 88631}' -> '{95398, 7190}", 0.021390, 0.936170, 37.758865, 0.020824, 15.278237
"{51657, 95398, 7190}' -> '{92490, 88631}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{92490, 95398, 7190}' -> '{51657, 88631}", 0.021390, 0.907216, 38.084578, 0.020829, 10.521039
"{51657, 92490, 95398}' -> '{7190, 88631}", 0.021390, 0.871287, 36.576278, 0.020806, 7.584159
"{51657, 92490, 7190}' -> '{95398, 88631}", 0.021390, 0.907216, 37.699885, 0.020823, 10.518419
"{51657, 7190, 95398, 88631}' -> '{92490}", 0.021390, 0.956522, 37.123872, 0.020814, 22.407389
"{92490, 7190, 95398, 88631}' -> '{51657}", 0.021390, 0.977778, 37.594185, 0.020821, 43.829604
"{51657, 92490, 95398, 88631}' -> '{7190}", 0.021390, 0.956522, 37.477433, 0.020820, 22.412980
"{51657, 92490, 7190, 88631}' -> '{95398}", 0.021390, 0.977778, 36.904383, 0.020811, 43.807728
"{51657, 92490, 95398, 7190}' -> '{88631}", 0.021390, 0.926316, 37.361404, 0.020818, 13.234947
"{12305}' -> '{51657, 92490, 7190, 88631}", 0.021390, 0.571429, 26.120635, 0.020571, 2.282288
"{7190}' -> '{12305, 92490, 51657, 88631}", 0.021390, 0.838095, 37.477433, 0.020820, 6.038348
"{88631}' -> '{12305, 92490, 51657, 7190}", 0.021390, 0.862745, 37.361404, 0.020818, 7.117473
"{51657}' -> '{12305, 92490, 7190, 88631}", 0.021390, 0.822430, 37.181062, 0.020815, 5.507011
"{92490}' -> '{12305, 51657, 7190, 88631}", 0.021390, 0.830189, 37.531827, 0.020820, 5.758629
"{12305, 7190}' -> '{51657, 92490, 88631}", 0.021390, 0.862745, 37.758865, 0.020824, 7.119244
"{12305, 88631}' -> '{51657, 92490, 7190}", 0.021390, 0.888889, 37.699885, 0.020823, 8.787798
"{12305, 51657}' -> '{92490, 7190, 88631}", 0.021390, 0.846154, 37.430935, 0.020819, 6.353063
"{12305, 92490}' -> '{51657, 7190, 88631}", 0.021390, 0.846154, 37.032733, 0.020813, 6.351483
